Latitude,Longitude,Filename,Path
26.35,74.6736,ajmer_tile_26.350000_74.673600.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.673600.jpg
26.35,74.6748,ajmer_tile_26.350000_74.674800.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.674800.jpg
26.35,74.676,ajmer_tile_26.350000_74.676000.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.676000.jpg
26.35,74.6772,ajmer_tile_26.350000_74.677200.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.677200.jpg
26.35,74.6784,ajmer_tile_26.350000_74.678400.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.678400.jpg
26.35,74.6796,ajmer_tile_26.350000_74.679600.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.679600.jpg
26.35,74.6808,ajmer_tile_26.350000_74.680800.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.680800.jpg
26.35,74.682,ajmer_tile_26.350000_74.682000.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.682000.jpg
26.35,74.6832,ajmer_tile_26.350000_74.683200.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.683200.jpg
26.35,74.6844,ajmer_tile_26.350000_74.684400.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.684400.jpg
26.35,74.6856,ajmer_tile_26.350000_74.685600.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.685600.jpg
26.35,74.6868,ajmer_tile_26.350000_74.686800.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.686800.jpg
26.35,74.688,ajmer_tile_26.350000_74.688000.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.688000.jpg
26.35,74.6892,ajmer_tile_26.350000_74.689200.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.689200.jpg
26.35,74.6904,ajmer_tile_26.350000_74.690400.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.690400.jpg
26.35,74.6916,ajmer_tile_26.350000_74.691600.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.691600.jpg
26.35,74.6928,ajmer_tile_26.350000_74.692800.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.692800.jpg
26.35,74.694,ajmer_tile_26.350000_74.694000.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.694000.jpg
26.35,74.6952,ajmer_tile_26.350000_74.695200.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.695200.jpg
26.35,74.6964,ajmer_tile_26.350000_74.696400.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.696400.jpg
26.35,74.6976,ajmer_tile_26.350000_74.697600.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.697600.jpg
26.35,74.6988,ajmer_tile_26.350000_74.698800.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.698800.jpg
26.35,74.7,ajmer_tile_26.350000_74.700000.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.700000.jpg
26.35,74.7012,ajmer_tile_26.350000_74.701200.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.701200.jpg
26.35,74.7024,ajmer_tile_26.350000_74.702400.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.702400.jpg
26.35,74.7036,ajmer_tile_26.350000_74.703600.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.703600.jpg
26.35,74.7048,ajmer_tile_26.350000_74.704800.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.704800.jpg
26.35,74.706,ajmer_tile_26.350000_74.706000.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.706000.jpg
26.35,74.7072,ajmer_tile_26.350000_74.707200.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.707200.jpg
26.35,74.7084,ajmer_tile_26.350000_74.708400.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.708400.jpg
26.35,74.7096,ajmer_tile_26.350000_74.709600.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.709600.jpg
26.35,74.7108,ajmer_tile_26.350000_74.710800.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.710800.jpg
26.35,74.712,ajmer_tile_26.350000_74.712000.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.712000.jpg
26.35,74.7132,ajmer_tile_26.350000_74.713200.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.713200.jpg
26.35,74.7144,ajmer_tile_26.350000_74.714400.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.714400.jpg
26.35,74.7156,ajmer_tile_26.350000_74.715600.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.715600.jpg
26.35,74.7168,ajmer_tile_26.350000_74.716800.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.716800.jpg
26.35,74.718,ajmer_tile_26.350000_74.718000.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.718000.jpg
26.35,74.7192,ajmer_tile_26.350000_74.719200.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.719200.jpg
26.35,74.7204,ajmer_tile_26.350000_74.720400.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.720400.jpg
26.35,74.7216,ajmer_tile_26.350000_74.721600.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.721600.jpg
26.35,74.7228,ajmer_tile_26.350000_74.722800.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.722800.jpg
26.35,74.724,ajmer_tile_26.350000_74.724000.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.724000.jpg
26.35,74.7252,ajmer_tile_26.350000_74.725200.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.725200.jpg
26.35,74.7264,ajmer_tile_26.350000_74.726400.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.726400.jpg
26.35,74.7276,ajmer_tile_26.350000_74.727600.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.727600.jpg
26.35,74.7288,ajmer_tile_26.350000_74.728800.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.728800.jpg
26.35,74.73,ajmer_tile_26.350000_74.730000.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.730000.jpg
26.35,74.7312,ajmer_tile_26.350000_74.731200.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.731200.jpg
26.35,74.7324,ajmer_tile_26.350000_74.732400.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.732400.jpg
26.35,74.7336,ajmer_tile_26.350000_74.733600.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.733600.jpg
26.35,74.7348,ajmer_tile_26.350000_74.734800.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.734800.jpg
26.35,74.736,ajmer_tile_26.350000_74.736000.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.736000.jpg
26.35,74.7372,ajmer_tile_26.350000_74.737200.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.737200.jpg
26.35,74.7384,ajmer_tile_26.350000_74.738400.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.738400.jpg
26.35,74.7396,ajmer_tile_26.350000_74.739600.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.739600.jpg
26.35,74.7408,ajmer_tile_26.350000_74.740800.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.740800.jpg
26.35,74.742,ajmer_tile_26.350000_74.742000.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.742000.jpg
26.35,74.7432,ajmer_tile_26.350000_74.743200.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.743200.jpg
26.35,74.7444,ajmer_tile_26.350000_74.744400.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.744400.jpg
26.35,74.7456,ajmer_tile_26.350000_74.745600.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.745600.jpg
26.35,74.7468,ajmer_tile_26.350000_74.746800.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.746800.jpg
26.35,74.748,ajmer_tile_26.350000_74.748000.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.748000.jpg
26.35,74.7492,ajmer_tile_26.350000_74.749200.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.350000_74.749200.jpg
26.3511,74.55,ajmer_tile_26.351100_74.550000.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.351100_74.550000.jpg
26.3511,74.5512,ajmer_tile_26.351100_74.551200.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.351100_74.551200.jpg
26.3511,74.5524,ajmer_tile_26.351100_74.552400.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.351100_74.552400.jpg
